Gene,sgRNAs included,KBM7 CS,KBM7 adjusted p-value,K562 CS,K562 adjusted p-value,Jiyoye CS,Jiyoye adjusted p-value,Raji CS,Raji adjusted p-value
H3F3B,10,-0.281,0.728375718,-0.788,0.9173144349,-0.106,0.9966143797,-0.142,0.6916239021
H3F3C,10,-0.290,0.6577077131,-0.885,0.5646431897,0.050,0.6185460025,0.152,0.7362160845
H6PD,9,-0.487,0.5467490829,-0.570,0.395143507,0.036,0.9456593171,-0.593,0.1203121345
HAAO,9,-0.325,0.8325992202,-0.325,0.7946939997,0.149,0.826878719,-0.153,0.7047471946
HABP2,9,0.131,0.5509819381,-0.054,0.6648278322,0.193,0.1480546323,0.169,0.5386397557
HABP4,8,-0.340,0.8541412429,0.209,0.3259675417,0.113,0.8458424935,-0.091,0.9933908302
HACE1,10,-0.087,0.6861356363,-0.512,0.9771890512,0.067,0.7881150627,0.032,0.6131891902
HACL1,10,0.251,0.565914797,0.405,0.083833376,0.429,0.2667235346,0.235,0.6362287668
HADH,7,0.055,0.5585127644,0.352,0.4167372304,0.022,0.9562612771,0.016,0.8468784608
HADHA,9,-0.012,0.9450749937,0.239,0.4861915355,0.198,0.4458537566,0.106,0.8575235286
HADHB,10,0.135,0.3291415434,-0.019,0.5326074409,0.296,0.4458537566,0.149,0.6320464841
HAGH,10,-0.113,0.7852659248,0.242,0.3319491297,-0.101,0.8510319419,-0.082,0.8056710034
HAGHL,7,-0.161,0.9976921261,0.108,0.4512852313,0.435,0.4103110321,-0.176,0.6825943687
HAL,9,-0.146,0.9131790473,-0.144,0.2708289881,0.110,0.825307382,0.063,0.8740745635
HAMP,10,-0.426,0.8072268104,-0.592,0.907923941,-0.250,0.9212215504,-0.171,0.7191954884
HAND1,9,0.242,0.2485636158,-0.078,0.9347056093,0.199,0.4976825622,0.048,0.9657618142
HAND2,9,0.139,0.2741040718,0.335,0.0528555168,0.179,0.5627019285,0.110,0.3600543496
HAO1,9,0.136,0.106309672,-0.434,0.8060575168,-0.239,0.5501043191,-0.344,0.9868883101
HAO2,10,-0.061,0.9933640155,-1.031,0.0841861374,-0.144,0.9700099834,-0.194,0.8580232218
HAP1,10,-0.922,0.0223046398,-1.075,0.0990841866,-0.513,0.6023497739,-0.576,0.0548213665
HAPLN1,8,-0.185,0.8554404898,0.306,0.2844653213,-0.103,0.9703427875,0.154,0.670542296
HAPLN2,10,0.129,0.2147453923,-0.128,0.7222400386,-0.111,0.7419673229,-0.235,0.5000803574
HAPLN3,9,-0.721,0.1987057139,-0.406,0.430988454,-0.339,0.389134935,-0.226,0.7564824909
HAPLN4,10,0.166,0.6567951166,-0.510,0.1010912228,-0.074,0.6308998022,-0.465,0.4136568337
HARBI1,9,-0.205,0.9752668865,-0.553,0.1964607952,-0.269,0.60331463,-0.016,0.8166694766
HARS,10,-3.142,0.0010615612,-4.059,3.76E-05,-4.154,1.86E-05,-2.593,6.03E-05
HARS2,10,-2.322,0.0046326292,-2.435,0.0201026559,-1.506,0.0044932878,-1.426,0.0035943609
HAS1,10,0.051,0.4100703394,0.132,0.7519854502,0.095,0.928475074,0.190,0.3745860393
HAS2,9,-0.195,0.9487661646,0.225,0.2246752392,-0.018,0.9520874688,0.291,0.3527601758
HAS3,10,-0.261,0.9526423811,-0.460,0.7430901104,-0.026,0.9854285676,-0.021,0.9973245488
HAT1,10,-0.341,0.2008229477,-0.576,0.2118449217,-0.136,0.9403214282,0.028,0.9662266075
HAUS1,10,-1.823,0.0005900327,-2.648,0.0021691278,-1.452,0.0068068259,-1.758,0.0008252184
HAUS2,9,-1.579,0.0375826949,-1.435,0.2040224924,-1.220,0.2042587501,-1.022,0.0437356646
HAUS3,10,-1.822,0.000175766,-0.978,0.0473717967,-1.341,0.0165738777,-1.377,0.0001044208
HAUS4,9,-1.431,0.0462823508,-1.545,0.0501511524,-1.487,0.0034174023,-1.457,0.0055248831
HAUS5,9,-3.007,0.0001189255,-2.723,0.0001484557,-2.399,5.51E-05,-2.065,0.0010100588
HAUS6,9,-0.470,0.9070827335,-0.383,0.7503036011,-0.667,0.5312204077,-0.408,0.5836203354
HAUS7,8,-1.244,0.083841411,-2.027,0.0032450605,-1.384,0.0010424148,-1.534,0.0019592768
HAUS8,9,-1.763,0.0006798971,-1.589,0.038299354,-1.809,0.024522225,-1.754,0.0058050438
HAVCR1,9,0.184,0.1560074064,0.271,0.5236902677,-0.199,0.4027313133,0.027,0.5334286657
HAVCR2,9,-0.153,0.9275027521,-0.328,0.5221669827,0.208,0.5456682095,0.269,0.2049017082
HAX1,9,0.068,0.8506295593,0.114,0.3213424405,-0.295,0.718268917,-0.093,0.8150284561
HBA1,9,-0.082,0.7989929875,-0.219,0.859494617,-0.053,0.8869256014,-0.034,0.5642771408
HBA2,9,-0.082,0.7989929875,-0.219,0.859494617,-0.053,0.8869256014,-0.034,0.5642771408
HBB,9,0.128,0.5686288755,0.213,0.3054691284,-0.043,0.8813904811,-0.053,0.8672223334
HBD,10,0.240,0.2263634569,0.171,0.1243605814,0.290,0.3581657696,-0.022,0.4967956384
HBE1,8,0.314,0.2094473621,0.011,0.5206627438,0.194,0.9100877285,0.148,0.6541973523
HBEGF,9,0.162,0.50983369,-0.136,0.9734781216,0.161,0.7721469988,-0.085,0.9976850502
HBG1,10,0.090,0.5561690471,-0.083,0.9685200054,0.287,0.3743365785,-0.073,0.9376216509
HBG2,10,0.156,0.3758704207,-0.091,0.9642009145,0.177,0.716701092,-0.101,0.9917054636
HBM,10,0.113,0.3806240301,0.220,0.7165899353,0.090,0.5208101836,0.044,0.8998409618
HBP1,10,-0.115,0.9770190115,-0.024,0.5953947402,0.407,0.0090455457,-0.115,0.9118115358
HBQ1,10,-0.435,0.5350347175,-0.151,0.7244282136,0.076,0.6799588981,0.450,0.1181480294
HBS1L,10,-0.283,0.6974602608,-1.420,0.0014421112,-0.454,0.3780329878,-0.329,0.3230372665
HBZ,10,-0.545,0.4361535145,-0.291,0.9953962337,-0.292,0.7028970872,-0.193,0.8407718014
HCAR1,9,-0.560,0.9873533376,-1.043,0.235619714,-0.597,0.994297468,-0.488,0.9875364462
HCAR2,9,0.227,0.1991848023,0.449,0.0986708933,0.344,0.23638417,0.359,0.1885615446
HCAR3,10,0.211,0.2918075824,0.211,0.0699820005,0.052,0.9136139283,0.335,0.1023108464
HCCS,10,-0.455,0.3624899296,-0.332,0.9925669636,-0.917,0.0396845403,-0.116,0.7795294575
HCFC1,9,-1.604,0.0532051083,-3.179,0.0355230383,-2.352,0.0141177859,-1.670,0.0593706428
HCFC1R1,9,-0.573,0.5673298259,-0.544,0.8523766214,-0.636,0.29244917,-0.275,0.9709885308
HCFC2,10,-0.021,0.4729344394,0.120,0.4516457116,-0.082,0.9556801357,0.077,0.9389353303
HCK,10,-0.092,0.4380747047,0.252,0.4936319553,0.135,0.3443698622,0.233,0.3539595337
HCLS1,10,-0.673,0.1362417394,-1.531,0.6616874643,-0.430,0.9298702201,-0.741,0.7887551277
HCN1,8,0.072,0.4858834549,-0.334,0.8247814258,-0.210,0.8145285322,-0.264,0.9955170407
HCN2,10,0.125,0.5884220378,-0.274,0.6211441849,-0.092,0.7137590096,-0.253,0.7388542877
HCN3,10,-0.268,0.7433698019,-0.704,0.4513191949,-0.486,0.7343189366,-0.615,0.2749516351
HCN4,9,-0.351,0.4452998001,0.272,0.2195880799,0.206,0.4882475719,0.296,0.5396567196
HCRT,10,-0.024,0.9644583018,-0.120,0.9280031583,0.393,0.2514841057,0.126,0.7047471946
HCRTR1,10,-0.392,0.5673298259,-1.054,0.180718521,-0.423,0.7909851482,-0.358,0.9382763289
HCRTR2,9,0.039,0.7118076466,0.279,0.2068450487,0.031,0.5410416389,0.078,0.7260091431
HCST,9,-0.125,0.9692823491,-0.076,0.9044020343,0.078,0.8424638473,-0.325,0.8242278331
HDAC1,9,-0.629,0.1987057139,-0.149,0.5776899542,-0.463,0.2614507364,0.114,0.6705022933
HDAC10,9,-0.168,0.9658726814,-0.358,0.6879714437,0.200,0.4262849916,-0.219,0.8543678269
HDAC11,8,-0.505,0.8597261556,-1.114,0.706075997,-0.172,0.9694205964,-0.309,0.9809597705
HDAC2,10,-0.230,0.7059643981,-0.035,0.9126213872,-0.059,0.894089803,-0.035,0.895884969
HDAC3,9,-3.115,3.46E-05,-2.706,0.0014611905,-1.331,0.0003539611,-1.328,0.0005828453
HDAC4,10,-0.149,0.9486844578,-0.674,0.5033675811,0.076,0.9318955134,-0.272,0.609406228
HDAC5,8,-0.061,0.952088328,-0.392,0.9345120693,-0.342,0.4865462564,-0.342,0.5883536645
HDAC6,9,-0.549,0.4834732189,-1.001,0.5004523943,-0.322,0.8471794629,-0.365,0.8764652596
HDAC7,7,-0.042,0.7131640313,-0.868,0.260613494,-0.130,0.5574116097,-0.693,0.3462939803
HDAC8,8,-0.201,0.4676084339,-0.073,0.391087238,-0.250,0.7798948101,0.242,0.4989472588
HDAC9,9,0.062,0.5599468416,0.119,0.6100502137,0.211,0.5410416389,-0.373,0.9069726675
HDC,10,-0.075,0.9123848357,-0.065,0.5823134589,0.087,0.6321309141,-0.100,0.9832467102
HDDC2,10,0.226,0.50983369,-0.103,0.7359473607,-0.077,0.9726644294,-0.105,0.9141210441
HDDC3,8,-0.206,0.7752331163,-0.667,0.6763574675,-0.065,0.8849904004,-0.039,0.8580232218
HDGF,10,-0.353,0.9710700676,-0.207,0.9601609687,0.095,0.6668347059,-0.163,0.9740239375
HDGFL1,8,-0.032,0.810520252,0.229,0.2459103519,0.386,0.3825217007,0.159,0.8007370784
HDGFRP2,9,-0.632,0.7130611574,-1.963,0.180093017,-0.812,0.4956707229,-0.522,0.7896010596
HDGFRP3,10,-0.290,0.6360926823,-0.600,0.4817105165,0.069,0.8723718931,0.194,0.7121775338
HDHD1,10,0.238,0.1920851324,0.292,0.2886612573,0.261,0.3729254573,0.354,0.1868543649
HDHD2,10,-0.112,0.8191099288,0.171,0.5204659293,0.134,0.7282930674,0.293,0.3430602997
HDHD3,9,-0.595,0.7072399975,-0.820,0.6850172445,-0.510,0.9757443706,-0.525,0.9362385467
HDLBP,9,0.317,0.2810670394,-0.143,0.9912668097,-0.582,0.3409745484,-0.895,0.0426760341
HDX,10,0.007,0.6782888129,0.405,0.0763675522,0.224,0.7510264438,0.231,0.4283243338
HEATR1,8,-2.976,7.66E-05,-3.045,0.0123342284,-2.417,0.0020604775,-1.873,0.0019592768
HEATR2,9,-0.332,0.5924149447,-0.844,0.5960747072,-0.150,0.8239386678,-0.263,0.985875167
HEATR3,10,-0.745,0.398257343,-1.095,0.0295048624,-0.609,0.3204232008,-1.094,0.0125755628
HEATR4,9,0.008,0.8955944587,0.160,0.2914715972,-0.228,0.8224048117,0.104,0.7679579437
HEATR5B,9,-0.664,0.1623726988,-0.634,0.9072064928,0.127,0.7062210261,-0.376,0.6273563446
HEATR6,10,-0.549,0.3001504312,-0.331,0.6735864593,-0.007,0.9305734565,-0.137,0.9890430627
HEBP1,10,-0.021,0.5708623262,0.468,0.1123521093,0.266,0.3188153191,0.227,0.2888122521
HEBP2,10,0.244,0.1365925594,-0.144,0.3849417365,0.211,0.3746230526,0.360,0.0840054623
HECA,8,-0.143,0.9648803945,-0.236,0.7824765225,0.046,0.8171823216,-0.297,0.9508769928
HECTD1,10,-0.809,0.0120042914,-0.712,0.1737247969,-1.513,0.0003908311,-0.729,0.1631417684
HECTD2,10,0.076,0.5842509271,-0.045,0.6941893889,-0.005,0.8209490632,0.171,0.4669516707
HECTD3,10,-0.278,0.4679984671,-0.489,0.7426560353,-0.226,0.3723031457,-0.423,0.045082671
HECW1,9,-0.150,0.7216951497,-0.258,0.9761192923,-0.008,0.8197429172,-0.198,0.4727954943
HECW2,9,0.018,0.5569715189,-0.205,0.9082600627,-0.148,0.6266066375,-0.270,0.7050214056
HEG1,9,-0.209,0.984786653,-0.158,0.8767092194,-0.101,0.8645877827,-0.269,0.7220251512
HELB,8,-0.317,0.8536740271,-0.208,0.8220993252,-0.069,0.7917870624,-0.183,0.9508466428
HELLS,9,-0.003,0.8657165464,0.553,0.0452061666,-0.108,0.9855885912,0.082,0.6758596751
HELQ,7,-1.535,0.0073331613,0.374,0.0640602874,-0.376,0.9032148734,0.219,0.7586518214
HELT,8,-0.192,0.8987336445,0.174,0.5332010895,0.564,0.0430929587,-0.151,0.8653612877
HELZ,10,-0.027,0.3807230831,-0.604,0.907923941,0.006,0.5387555283,0.186,0.3314018045
HELZ2,10,-0.567,0.1748010234,-1.178,0.3535102508,0.004,0.8424638473,-0.682,0.2350464867
HEMGN,10,0.022,0.5625488181,0.429,0.2667608453,-0.055,0.8233408797,0.337,0.446058909
HEMK1,10,-0.318,0.8590457252,-0.286,0.9597514881,-0.966,0.0142634316,0.028,0.5529203118
HENMT1,8,-0.402,0.3036839238,-0.199,0.6402754795,0.033,0.6497608675,0.007,0.7937781524
HEPACAM,10,0.291,0.0532410843,0.288,0.3877530845,0.188,0.3905388053,0.225,0.4089816951
HEPACAM2,9,0.012,0.5342188693,-0.463,0.7211890364,0.225,0.475730908,0.063,0.623433161
HEPH,9,0.278,0.2020249212,0.279,0.2664537135,0.449,0.1897977037,0.281,0.3264073757
HEPHL1,10,0.082,0.5970729778,0.142,0.2409452267,0.167,0.5022905594,-0.097,0.7826253842
HEPN1,9,0.133,0.5223874945,-0.116,0.7534976085,-0.031,0.9409597159,0.017,0.5824244837
HERC1,8,-0.228,0.5102808596,-0.120,0.6113859135,0.330,0.400568004,0.288,0.2641181013
HERC2,10,-0.137,0.9262020373,-0.312,0.6589914613,-0.381,0.8651829386,0.016,0.6867190946
HERC3,10,-0.034,0.8813999023,-0.531,0.8771907716,0.131,0.904549302,0.014,0.6901945611
HERC4,10,-0.093,0.9505651292,-0.468,0.9436341701,-0.266,0.6553582796,0.037,0.7524667715
HERC5,10,-0.019,0.3628298834,0.115,0.470527306,-0.196,0.8406237191,0.119,0.66210445
HERC6,10,-0.126,0.8430330186,0.407,0.0198016194,0.143,0.7377860807,0.385,0.2554034742
HERPUD1,9,-0.422,0.3480015093,-0.433,0.8134602265,-0.461,0.2600248814,0.193,0.7833037256
HERPUD2,10,-0.150,0.7658792754,0.185,0.0537552343,0.109,0.7494785596,0.263,0.5210670643
HES1,9,0.187,0.3065128378,0.669,0.0128701597,0.428,0.3155998804,0.932,0.0004278648
HES2,10,0.359,0.2233666787,0.252,0.1965881708,0.169,0.3759452585,0.275,0.7058739003
HES3,10,0.140,0.2149516782,-0.129,0.7359473607,0.103,0.8417681863,-0.037,0.8927692701
HES4,9,0.013,0.828222686,0.028,0.5498898352,-0.237,0.6216048064,0.108,0.6556264064
HES5,10,0.026,0.793163997,0.050,0.7388506477,0.386,0.1062802302,-0.037,0.7031359718
HES6,9,0.041,0.5634430897,0.313,0.1703581849,0.042,0.8869256014,-0.413,0.1631417684
HES7,8,0.193,0.6739430992,0.389,0.0942668576,-0.052,0.8740113584,0.159,0.5867554098
HESX1,10,0.057,0.5904304909,0.205,0.1002224824,0.100,0.6408114849,0.523,0.0806697153
HEXA,9,-0.550,0.3036507064,-0.514,0.4277709751,0.069,0.8424638473,0.018,0.8990340203
HEXB,9,-0.007,0.8433910836,-0.382,0.4906251672,-0.286,0.8792260911,-0.133,0.9940087753
HEXDC,10,-0.332,0.2587719647,-0.272,0.9152607769,-0.092,0.6391675449,-0.339,0.4984956801
HEXIM1,8,-0.844,0.0163483187,-0.569,0.5519165194,-0.099,0.9240491133,-0.111,0.9593686933
HEXIM2,10,-0.047,0.8135281955,-0.276,0.9274995182,-0.078,0.9746415761,-0.634,0.8392672576
HEY1,10,-0.355,0.7654734798,0.028,0.3623170072,-0.159,0.994813035,0.051,0.6537771605
HEY2,10,-0.063,0.9572363253,0.006,0.8617236303,0.085,0.7090005961,0.047,0.8106097266
HEYL,9,0.265,0.5529351279,0.108,0.4763624611,0.038,0.8589464085,0.092,0.934922536
HFE,9,0.582,0.0184358067,-0.206,0.7279019273,0.515,0.0909269944,0.538,0.2937429766
HFE2,9,-0.288,0.8480579158,-0.673,0.0958332864,-0.255,0.674349245,-0.745,0.0367273311
HFM1,10,0.244,0.3396784978,0.203,0.3220264372,-0.011,0.916019274,0.325,0.0765836326
HGD,9,0.207,0.2807400557,0.047,0.7991600334,-0.219,0.8835400677,0.184,0.4354071593
HGF,8,-0.158,0.3495457936,-0.316,0.4800009499,-0.497,0.5058270875,-0.375,0.8880710478
HGFAC,10,-0.006,0.8245398378,0.086,0.6742990187,0.187,0.7404107379,-0.145,0.8737514749
HGS,9,-1.482,0.0181226795,-1.592,0.0281167609,-0.583,0.1420328962,-2.058,0.0058846071
HGSNAT,9,-0.516,0.1642590279,0.038,0.6135910072,0.210,0.769089978,0.136,0.6354128513
HHAT,10,-0.046,0.8566676516,0.061,0.7609621221,0.030,0.6604129502,0.137,0.5820872739
HHATL,9,-0.064,0.9184008016,-0.741,0.5371200458,0.158,0.8457639991,0.163,0.4354071593
HHEX,10,-0.172,0.9869845396,0.142,0.2591067903,0.042,0.8520281428,-0.239,0.8718863282
HHIP,9,-0.506,0.3843155721,-0.371,0.2973938647,-0.428,0.8959879094,0.149,0.7807142697
HHIPL1,8,-0.017,0.5590147658,-0.114,0.5388466182,-0.437,0.3492045108,-0.406,0.4418230123
HHIPL2,9,0.166,0.5200119201,0.109,0.8712161561,0.161,0.7205849467,0.214,0.387670876
HHLA2,8,0.026,0.6733075858,0.702,0.0054712819,-0.002,0.8587130777,0.170,0.7232066013
HHLA3,8,-0.231,0.9260077211,-0.895,0.846603647,-0.174,0.9978177279,-0.319,0.7200102911
HIAT1,10,-0.171,0.8004283675,-0.166,0.8066458124,-0.382,0.2917402503,-0.149,0.8042742115
HIATL1,10,-0.028,0.8303462803,-0.870,0.276736412,-0.228,0.9913371111,0.010,0.7242564432
HIBADH,10,0.025,0.7868932459,0.042,0.4362513083,0.048,0.9520315769,0.016,0.4592609254
HIBCH,10,0.019,0.7291814863,0.225,0.4765783676,-0.013,0.8645877827,0.151,0.5620295603
HIC1,8,0.086,0.7007795854,-0.379,0.8272516796,-0.609,0.7835133592,-0.135,0.9999747007
HIC2,9,-0.081,0.9527284621,-4.210,0.0001533454,-0.348,0.3232082696,-0.727,0.2420748789
HID1,10,-0.390,0.5878549003,-0.552,0.2494980145,-0.101,0.9123453252,-0.068,0.8575235286
HIF1A,10,0.379,0.0110848931,0.078,0.3149300322,0.000,0.9718605605,0.958,8.12E-05
HIF1AN,9,-0.678,0.3951734447,0.017,0.6624464527,0.220,0.4744851692,0.030,0.941884074
HIF3A,9,-0.417,0.3615643213,-0.669,0.2872286083,-0.096,0.8587130777,-0.131,0.6974237982
HIGD1A,10,-0.430,0.8495582273,-1.483,0.4513191949,-1.162,0.433876812,-0.978,0.1448208499
HIGD1B,10,-0.278,0.8442787686,-0.117,0.8243441504,-0.698,0.1396885645,-0.319,0.7325032998
HIGD1C,10,0.168,0.3206039395,-0.146,0.9583446809,0.032,0.9700099834,-0.012,0.77781017
HIGD2A,10,-0.144,0.7623842276,-0.035,0.88525979,-0.327,0.6118557808,-0.201,0.7826253842
HILPDA,10,0.093,0.5030083264,-0.091,0.6222330361,0.174,0.5890602963,0.051,0.3741763588
HINFP,9,-1.907,0.0008965197,-3.568,4.31E-05,-2.644,7.66E-05,-1.261,0.0151825743
HINT1,10,0.001,0.6824733867,-0.114,0.971399736,-0.044,0.9436626573,0.017,0.9254010398
HINT2,9,0.309,0.4215480541,0.308,0.3477883244,-0.257,0.9952680708,-0.032,0.9492825611
HINT3,8,-0.019,0.8298707662,0.301,0.0771917274,0.214,0.6700574907,0.101,0.8906494468
HIP1,10,-0.570,0.9591936253,-1.297,0.4594636696,-0.602,0.7673601319,-1.235,0.4183376852
HIP1R,10,-0.516,0.8081241573,-1.679,0.0953892441,-0.341,0.8645267325,-0.583,0.3725331621
HIPK1,9,-0.184,0.6133710851,-0.967,0.3316832687,-0.543,0.162305283,0.200,0.644483155
HIPK3,10,-0.067,0.4274967086,-0.014,0.807001295,-0.198,0.997524868,0.222,0.3403645658
HIPK4,9,-0.015,0.8489753528,-0.646,0.3838207488,-0.391,0.5343743166,-0.262,0.4387512789
HIRA,10,-0.507,0.3720151804,-3.206,4.66E-05,-0.837,0.1402439425,-0.416,0.3391372041
HIRIP3,9,-0.021,0.5732829623,0.047,0.7946952403,0.463,0.2139048594,0.196,0.7417803866
HIST1H1A,9,-0.155,0.6464370817,0.193,0.6834115738,0.082,0.755264015,0.208,0.6443651971
HIST1H1B,10,0.219,0.1860027144,-0.732,0.0687800247,0.694,0.0654342349,-0.218,0.9940087753
HIST1H1C,9,0.577,0.0121496702,-0.164,0.9448247778,0.381,0.4666424917,0.047,0.9247853472
HIST1H1D,7,0.274,0.5921537604,-0.059,0.3219704021,-0.077,0.9528533888,-0.126,0.9999747007
HIST1H1E,10,0.366,0.0254865836,-0.587,0.6077900535,0.424,0.1839494634,0.010,0.5262505646
HIST1H1T,10,0.312,0.1977112419,0.079,0.5173082111,-0.085,0.8320377766,0.123,0.9069726675
HIST1H2AA,10,-0.019,0.8042738467,0.026,0.7484873917,0.216,0.769622914,0.038,0.5664324482
HIST1H2AB,10,-0.357,0.9487661646,-0.217,0.9898957205,-0.064,0.997524868,0.110,0.4384208662
HIST1H2AC,9,-0.218,0.9955802275,-0.049,0.9073776521,0.163,0.7205849467,-0.242,0.8921276417
HIST1H2AD,9,-0.435,0.7321667143,-1.032,0.375138427,-0.037,0.804492346,0.036,0.7415813307
HIST1H2AE,10,0.063,0.5837050493,0.226,0.3425290488,0.360,0.3672155741,0.233,0.3990631516
HIST1H2AG,9,-0.637,0.7147749963,-0.317,0.813143511,-0.031,0.7048446854,-0.130,0.9966030645
HIST1H2AH,10,-0.393,0.7072399975,-0.401,0.6333646971,0.090,0.6562529511,-0.168,0.7034822189
HIST1H2AI,10,-1.499,0.0121236379,-1.765,0.0299024667,-0.290,0.7038858561,-1.023,0.0198107586
HIST1H2AJ,10,-1.676,0.0116541019,-2.220,0.0043452121,-0.687,0.9854195848,-1.005,0.1089053533
HIST1H2AK,10,-0.455,0.9082411906,-0.571,0.981700755,0.008,0.4485262281,-0.044,0.7512105223
HIST1H2AL,10,-0.397,0.7992333154,-0.434,0.4016833715,0.059,0.0724309896,-0.238,0.9537697259
HIST1H2AM,10,-0.176,0.9678609828,0.112,0.4115900524,0.093,0.8636263345,0.234,0.3762563531
HIST1H2BA,10,0.531,0.0271264927,0.225,0.3617626767,0.174,0.5525319716,0.556,0.0199229026
HIST1H2BB,10,-1.392,0.2708557014,-1.809,0.1527000592,-1.190,0.6114952403,-1.364,0.4209061921
HIST1H2BC,9,-0.923,0.3249565787,-1.201,0.2415586994,-1.041,0.6746265826,-1.043,0.2235893022
HIST1H2BD,10,-1.042,0.6445666636,-0.627,0.9845113265,-0.570,0.7419673229,-0.399,0.959375898
HIST1H2BE,9,-0.931,0.2647861164,-1.787,0.1780251371,-0.510,0.9471963383,-0.900,0.5081597229
HIST1H2BF,10,-1.239,0.4263398197,-1.228,0.6826102826,-1.201,0.4279715115,-0.939,0.5825031691
HIST1H2BG,9,-0.014,0.0931803235,-0.389,0.295841237,-0.477,0.7524158295,-0.276,0.2923682526
HIST1H2BH,10,-0.739,0.956927344,-1.411,0.8298115689,-0.891,0.8589464085,-0.377,0.8575235286
HIST1H2BI,10,-0.180,0.8265996578,-0.166,0.2878490156,-0.206,0.9855885912,-0.453,0.4576685478
HIST1H2BJ,9,-0.335,0.8471707955,-0.445,0.7729525044,-0.341,0.7039168633,-0.021,0.8119534662
HIST1H2BK,9,-0.862,0.1690806689,-1.101,0.5223201796,-0.661,0.3982468549,-0.493,0.8468455211
HIST1H2BL,9,-0.896,0.5129933001,-2.007,0.4272324784,-0.952,0.6588954026,-0.769,0.3111516704
HIST1H2BM,10,-0.329,0.9295019851,-0.506,0.3950130273,-0.006,0.8254941728,-0.349,0.6352635483
HIST1H2BN,10,-1.123,0.3882799127,-1.944,0.1713845992,-0.911,0.5051441311,-1.005,0.2430063643
HIST1H2BO,10,-0.512,0.9422566445,-0.590,0.971984333,-0.599,0.5723580559,-0.246,0.9999747007
HIST1H3A,8,0.171,0.2703636301,0.129,0.6712368743,0.358,0.4153850193,-0.083,0.63834329
HIST1H3B,10,-0.966,0.7555943959,-1.404,0.8124184341,-0.007,0.8183807956,0.009,0.7157037193
HIST1H3C,9,0.441,0.1435094437,0.209,0.5058332185,0.301,0.4279715115,0.197,0.3447186523
HIST1H3D,10,-0.730,0.9271565248,-1.179,0.3582256108,-0.439,0.9436019613,0.333,0.0161080261
HIST1H3E,9,0.056,0.5307945257,-0.866,0.3631894876,0.039,0.8519777498,0.194,0.8486855293
HIST1H3F,9,-0.037,0.4272472261,-0.108,0.6369470758,0.059,0.6695393559,-0.078,0.7697288864
HIST1H3G,10,-0.683,0.242995473,-0.937,0.7196371667,0.087,0.7695781095,-0.510,0.4785317754
HIST1H3H,9,0.195,0.3574390725,-0.249,0.8601507919,0.099,0.83138141,0.106,0.833180552
HIST1H3I,10,-0.454,0.6489395675,-1.392,0.3086458339,-0.274,0.5806150528,-0.265,0.8420674122
HIST1H3J,10,0.340,0.0432904292,0.396,0.2604037448,-0.266,0.8233576977,0.247,0.6734767144
HIST1H4A,10,-0.054,0.6737595928,0.019,0.3567829083,0.033,0.5196850818,0.240,0.7456793899
HIST1H4B,8,-0.040,0.9109439348,-0.522,0.9124576137,-0.146,0.8258777941,-0.176,0.8186989674
HIST1H4C,10,-0.099,0.9455743297,-0.379,0.9915952405,0.143,0.7241154486,0.156,0.39086436
HIST1H4D,10,-0.232,0.9565220343,-0.201,0.9061639184,0.137,0.5946245845,0.251,0.2497872174
HIST1H4E,10,-0.182,0.9119622922,0.017,0.539414809,0.420,0.0766189842,0.138,0.7576672567
HIST1H4F,10,0.081,0.6271283831,-0.399,0.6228805229,0.003,0.959960659,0.373,0.4273021863
HIST1H4G,10,0.346,0.0963596972,0.007,0.5491835088,0.153,0.6468964067,0.110,0.4872500963
HIST1H4H,10,-0.105,0.9774125265,0.045,0.8248663881,0.155,0.1635409532,0.201,0.3238632674
HIST1H4I,10,-0.271,0.6642234485,-0.910,0.1900211043,0.024,0.7531167203,-0.300,0.5537872483
HIST1H4J,9,-0.736,0.0633151092,-1.324,0.0220391889,-0.477,0.8645877827,-0.500,0.8888178228
HIST1H4K,9,-0.736,0.0633151092,-1.324,0.0220391889,-0.477,0.8645877827,-0.500,0.8888178228
HIST1H4L,8,0.159,0.2395228594,-0.849,0.9013266221,-0.216,0.9999813664,-0.254,0.9976850502
HIST2H2AA3,10,-2.192,0.0002004346,-1.898,0.0015100186,-1.279,0.0012751806,-1.489,0.0003079545
HIST2H2AA4,10,-2.192,0.0002004346,-1.898,0.0015100186,-1.279,0.0012751806,-1.489,0.0003079545
HIST2H2AB,9,-1.545,0.0344860746,-1.148,0.3867139781,-0.710,0.1552215816,-0.196,0.9875364462
HIST2H2AC,8,-1.242,0.0687449583,-1.254,0.1009364389,-1.002,0.1288603354,-0.719,0.2034152972
HIST2H2BE,8,-1.413,0.0015475873,-1.402,0.1299046548,-0.830,0.0173960899,-0.989,0.1317741244
HIST2H2BF,9,-1.769,0.000423283,-2.386,0.001223708,-1.257,0.0007573058,-1.374,0.0054516404
HIST2H3A,9,-2.360,0.0012435708,-3.206,0.0038245269,-1.355,0.016503678,-1.335,0.0765836326
HIST2H3C,9,-2.360,0.0012435708,-3.206,0.0038245269,-1.355,0.016503678,-1.335,0.0765836326
HIST2H3D,9,-2.210,0.0151831805,-3.269,0.000221576,-2.712,0.0001702482,-2.013,0.0006316188
HIST2H4A,10,-1.059,0.0263176255,-2.504,0.009275334,-0.876,0.0107877533,-0.183,0.7600986425
